IDLink,LinkedIn
2624.0,0
2490.0,73
2491.0,12
2493.0,205
2492.0,2
2516.0,1
2604.0,0
2572.0,0
2494.0,5
2495.0,1
2501.0,25
2497.0,0
2504.0,0
2505.0,1
2512.0,66
2633.0,43
2511.0,3
2510.0,13
2509.0,1
2585.0,32
2613.0,0
2513.0,0
2517.0,3
2600.0,5
2964.0,0
2595.0,350
2539.0,0
2519.0,1
2520.0,10
2629.0,0
2551.0,3
2606.0,2
2553.0,12
2532.0,2
2534.0,2
2535.0,0
2565.0,0
2547.0,1
2541.0,0
2538.0,280
2546.0,2
2542.0,5
2567.0,2
2544.0,0
2548.0,19
2545.0,3
2608.0,2
2549.0,3
2661.0,0
2649.0,0
2650.0,21
2575.0,5
2563.0,0
2560.0,3
2558.0,2
2555.0,350
2657.0,0
2655.0,0
2559.0,38
2656.0,350
2562.0,8
2576.0,64
2664.0,25
2636.0,1
2665.0,10
2673.0,0
2569.0,13
2616.0,22
2756.0,20
2711.0,0
2691.0,43
2792.0,2
2570.0,0
2626.0,5
2672.0,1
2692.0,131
2574.0,74
2580.0,0
2577.0,0
2681.0,2
2696.0,16
2587.0,2
2632.0,20
2588.0,7
2582.0,0
2578.0,92
2592.0,0
2591.0,8
2617.0,6
2586.0,2
2589.0,1
2601.0,3
2597.0,14
2603.0,5
2707.0,45
2596.0,9
2602.0,149
2708.0,1
2641.0,533
2713.0,0
2959.0,45
2605.0,0
2618.0,24
2614.0,3
2620.0,63
2718.0,5
2808.0,2
2607.0,1
2723.0,2
2619.0,17
2699.0,2
2627.0,2
2621.0,8
2625.0,0
2825.0,8
2622.0,7
2630.0,45
2682.0,1
2631.0,2
2671.0,2
2634.0,42
2729.0,15
2623.0,73
2771.0,1
2628.0,1
2635.0,30
2642.0,0
2643.0,3
2644.0,17
2733.0,3
2645.0,460
2646.0,7
2638.0,110
2639.0,0
2738.0,0
2763.0,26
2651.0,5
2670.0,130
2653.0,3
2654.0,3
2637.0,36
2640.0,5
2660.0,6
2652.0,0
2647.0,3
2658.0,0
2721.0,3
2662.0,8
2663.0,3
2678.0,1
2659.0,25
2749.0,2
2685.0,3
2812.0,9
2748.0,6
2668.0,10
2764.0,18
2727.0,15
2923.0,35
2734.0,2
2700.0,0
2675.0,6
2676.0,0
2677.0,1
2679.0,61
2666.0,187
2669.0,9
2826.0,12
2680.0,22
2667.0,18
2724.0,13
2823.0,0
2827.0,17
2684.0,0
2791.0,5
2688.0,0
2693.0,142
2689.0,2
2690.0,10
2697.0,38
2751.0,0
2694.0,3
2686.0,3
2683.0,18
2787.0,0
2732.0,30
2822.0,1
2687.0,7
2701.0,19
2784.0,0
2702.0,5
2698.0,3
2765.0,2
2703.0,0
2798.0,0
2828.0,0
2704.0,10
2714.0,4
2934.0,30
2809.0,2
2716.0,31
2706.0,4
2710.0,0
62134.0,0
62095.0,722
2717.0,37
62122.0,0
2780.0,33
2861.0,14
2720.0,0
2712.0,23
2715.0,6
2719.0,6
2725.0,40
2746.0,63
2722.0,13
2824.0,1
62174.0,0
3013.0,58
3036.0,4
3073.0,19
3115.0,16
3194.0,28
3222.0,3
3283.0,5
61887.0,330
61901.0,3936
61905.0,276
61910.0,1005
61911.0,2977
61912.0,3116
61913.0,630
61914.0,745
61916.0,6116
61919.0,3492
61922.0,946
61923.0,6548
61924.0,1016
61925.0,575
61926.0,2494
61927.0,2583
61932.0,321
61934.0,3597
61936.0,110
61937.0,1312
61938.0,673
61941.0,2893
61942.0,2043
61943.0,511
61949.0,9643
61950.0,9
61953.0,70
61954.0,12115
61957.0,1997
61960.0,763
61962.0,37
61965.0,1466
61975.0,67
61979.0,201
61980.0,70
61981.0,6
61984.0,8
61985.0,456
61988.0,70
61989.0,16
61990.0,6
61992.0,0
61993.0,940
61994.0,0
62269.0,699
62272.0,13291
62287.0,46
62288.0,1327
2726.0,12
2760.0,0
2872.0,0
2728.0,51
2730.0,0
2731.0,4
2739.0,0
2737.0,14
2820.0,6
2768.0,2
62156.0,3
2742.0,26
2789.0,2
2805.0,0
2747.0,6
2807.0,8
2830.0,0
2740.0,12
2741.0,0
2750.0,0
2744.0,6
2834.0,0
2743.0,5
62306.0,0
62083.0,10
2752.0,2
2753.0,59
62123.0,4
2754.0,162
2755.0,114
2758.0,16
2762.0,20
2794.0,0
2817.0,4
2797.0,20
2759.0,4
2757.0,2
2761.0,207
2836.0,30
2790.0,6
2769.0,0
2767.0,87
2770.0,5
2849.0,3
2779.0,0
2778.0,5
2775.0,4
2772.0,5
2781.0,6
2776.0,4
2774.0,13
2773.0,15
62155.0,4
2835.0,2
62203.0,0
2777.0,1
2786.0,4
2782.0,71
2783.0,1
2785.0,2
2788.0,0
2887.0,115
62076.0,47
62099.0,1514
2793.0,0
2795.0,1
2796.0,7
2842.0,2
2803.0,13
2848.0,3
2802.0,6
2875.0,2
2799.0,274
2806.0,4
62149.0,5
2801.0,4
2881.0,2
2800.0,1
2804.0,12
2893.0,7
62377.0,335
62180.0,1
2993.0,0
2922.0,0
2811.0,19
2813.0,4
2821.0,4
2853.0,0
2810.0,1
2898.0,68
2902.0,2
2913.0,0
2914.0,0
3233.0,0
2903.0,0
2904.0,775
2901.0,66
2814.0,31
2900.0,8
62097.0,32
2915.0,0
2816.0,0
2819.0,27
2919.0,0
2920.0,1
2989.0,5
2815.0,0
2818.0,5
2829.0,19
2930.0,95
3044.0,0
2931.0,0
2958.0,1
62129.0,0
2833.0,1
2832.0,32
2946.0,0
2954.0,0
2845.0,13
2837.0,19
2838.0,12
62087.0,2
2843.0,1
2937.0,1
2844.0,66
2846.0,2
2995.0,0
2839.0,1
2840.0,0
2852.0,0
2862.0,1
2955.0,1
2847.0,8
2841.0,7
2856.0,2
2851.0,4
2859.0,1
2870.0,1
2854.0,8
2850.0,5
2855.0,29
2863.0,2
2928.0,8
3090.0,3
2858.0,29
2857.0,6
2877.0,0
2970.0,5
2860.0,0
2866.0,130
2906.0,1
2869.0,1
2885.0,54
2966.0,73
3101.0,16
62079.0,1448
2973.0,0
2864.0,0
3023.0,0
2873.0,28
2951.0,1
3089.0,2
2867.0,0
2868.0,0
3265.0,15
2865.0,32
2978.0,2
2880.0,21
2871.0,0
2874.0,1
2879.0,45
2878.0,1
2883.0,1
3070.0,4
2882.0,0
2886.0,61
2888.0,10
2890.0,2
2997.0,0
2884.0,2
2894.0,14
62222.0,0
2889.0,0
2939.0,50
2908.0,8
2909.0,1
2910.0,7
2911.0,8
3007.0,1
62112.0,24
3001.0,4
3000.0,0
2942.0,9
3009.0,10
2891.0,0
2905.0,5
2912.0,5
2895.0,63
2896.0,1
2916.0,129
2897.0,17
2974.0,0
2921.0,19
2907.0,3
3014.0,0
2917.0,50
2925.0,30
2950.0,147
2985.0,2
2952.0,405
2929.0,1
3119.0,15
3343.0,1
3017.0,6
62078.0,2
2926.0,0
2960.0,10
2935.0,30
3034.0,2
2924.0,5
62128.0,0
2941.0,23
2994.0,20
3027.0,5
2936.0,33
62144.0,34
2933.0,322
3152.0,4
2944.0,135
2938.0,2
2940.0,113
2932.0,11
62091.0,9
3004.0,18
2992.0,3
3084.0,0
2948.0,7
3033.0,0
3344.0,0
3010.0,4
3020.0,23
2949.0,1
2956.0,21
2968.0,6
3039.0,0
62109.0,0
2947.0,3
62179.0,0
3093.0,0
2986.0,332
2957.0,0
3092.0,0
3028.0,73
3045.0,0
2979.0,2
2967.0,242
3050.0,0
2998.0,1
62077.0,7
62248.0,49
3091.0,97
3052.0,0
3053.0,0
3087.0,0
62150.0,0
3054.0,0
2965.0,0
62158.0,1
2961.0,68
2984.0,8
2971.0,12
3048.0,0
2972.0,6
2963.0,53
2990.0,9
2991.0,0
3049.0,1
3242.0,21
3064.0,36
2987.0,0
2988.0,29
3134.0,6
2980.0,12
2976.0,3
2977.0,25
62127.0,5
2981.0,20
2983.0,3
3071.0,0
3072.0,0
3106.0,22
3062.0,11
2999.0,3
3074.0,0
2996.0,8
3003.0,2
3005.0,15
3011.0,3
3162.0,11
3021.0,6
3076.0,10
62119.0,0
3231.0,26
62098.0,3
3006.0,0
3253.0,31
3088.0,1
61900.0,309
3085.0,0
3012.0,0
3015.0,31
3308.0,6
3323.0,3
3412.0,61
62309.0,220
62310.0,135
62311.0,20
62315.0,890
62342.0,3
62345.0,987
62346.0,15
62360.0,966
62374.0,765
62383.0,3607
62384.0,94
62387.0,0
62388.0,0
62392.0,22
62393.0,2
62394.0,1
62401.0,0
62411.0,8635
62418.0,99
62421.0,432
62422.0,4880
62427.0,222
62451.0,21
62460.0,1
62482.0,5
62487.0,224
62507.0,190
62513.0,208
62524.0,592
62530.0,1748
62557.0,7298
62607.0,1479
62621.0,80
3124.0,16
3019.0,185
3047.0,1
62084.0,7
3022.0,2
3025.0,19
3016.0,62
3041.0,136
61931.0,26
61935.0,13
61939.0,3130
62081.0,15
3051.0,0
3024.0,0
62271.0,74
3031.0,21
3029.0,1
3046.0,23
3030.0,13
61978.0,157
3103.0,12
62082.0,283
3037.0,19
3035.0,14
3032.0,58
3038.0,6
3107.0,1
3043.0,0
3056.0,15
3040.0,5
3042.0,9
62001.0,35
3113.0,3
62085.0,12
62116.0,0
62534.0,1
62270.0,127
3126.0,0
3122.0,40
3123.0,24
3125.0,0
3066.0,1
3129.0,0
62124.0,0
61997.0,1
3135.0,1
62548.0,0
3080.0,16
3060.0,194
3061.0,11
3063.0,0
3140.0,454
62165.0,0
3139.0,0
3067.0,13
3098.0,0
3196.0,0
3151.0,28
62125.0,3968
3065.0,1
3174.0,0
62074.0,13
3069.0,4
62386.0,878
61915.0,111
3173.0,0
3175.0,30
3177.0,1
3178.0,2
3100.0,3
3179.0,2
3176.0,25
3075.0,2
3172.0,0
3117.0,64
3118.0,0
3078.0,2
62132.0,3
3077.0,16
3184.0,1
3082.0,18
61977.0,52
3187.0,103
3186.0,22
3081.0,0
3079.0,5
62408.0,2
3195.0,0
62178.0,0
3083.0,0
3230.0,0
3201.0,1
62106.0,310
61902.0,574
61917.0,82
61921.0,13
3215.0,1
3086.0,0
62131.0,2
3094.0,1
3096.0,1
3097.0,4
3181.0,16
3109.0,2
3249.0,0
62100.0,56
3229.0,0
3238.0,0
3131.0,2
3244.0,1
3104.0,12
3095.0,2
3099.0,13
3158.0,4
61890.0,40
3243.0,67
3111.0,2
3105.0,44
3287.0,0
3116.0,44
3130.0,0
3167.0,7
3156.0,54
3108.0,175
62075.0,518
3110.0,1
61982.0,3
3114.0,2
3363.0,0
3120.0,7
3128.0,24
3132.0,25
3133.0,3
62285.0,697
3136.0,5
3159.0,0
3314.0,0
3137.0,139
61894.0,97
61908.0,164
3127.0,4
3267.0,3
3143.0,1
3146.0,2
3163.0,45
3147.0,41
3148.0,3
3150.0,0
3145.0,1
3138.0,6
3149.0,15
3154.0,0
3155.0,22
3209.0,1
62446.0,3035
3144.0,2
3142.0,12
3160.0,0
3161.0,13
61886.0,4092
61904.0,109
3153.0,23
3157.0,28
3257.0,5
3185.0,44
62280.0,171
3409.0,3
3192.0,28
3193.0,18
3166.0,2
3197.0,7
3182.0,40
3183.0,1
3164.0,26
61877.0,176
61880.0,1023
61888.0,6536
61976.0,1
3165.0,22
3291.0,4
3168.0,31
3169.0,9
3171.0,2
3170.0,4
3189.0,3
3232.0,0
3282.0,13
3180.0,5
3188.0,18
3199.0,5
3313.0,0
3218.0,0
3286.0,4
3200.0,7
3304.0,28
61889.0,285
61897.0,27
61907.0,837
61940.0,608
62282.0,0
3191.0,10
3288.0,3
3203.0,2
3241.0,29
62289.0,1
3190.0,728
3300.0,0
62290.0,0
3198.0,34
62291.0,0
62292.0,0
62299.0,10
3327.0,0
3213.0,13
3214.0,2
3208.0,102
3211.0,1
3205.0,1
62365.0,490
62337.0,24
3204.0,7
62300.0,0
62297.0,141
3220.0,4
3206.0,10
61882.0,609
61891.0,930
61893.0,20
61898.0,4430
62406.0,1346
3216.0,2
3217.0,5
3255.0,4
3224.0,68
3227.0,6
3223.0,0
3207.0,8
3219.0,30
3212.0,15
3221.0,43
3210.0,0
3271.0,28
3294.0,9
3225.0,6
62424.0,0
62423.0,2232
3297.0,0
3237.0,11
3252.0,1
61879.0,205
62448.0,0
61892.0,55
61909.0,360
62538.0,0
3226.0,18
3256.0,2
3239.0,0
3240.0,40
3258.0,35
3345.0,3
3280.0,3
3423.0,5
62359.0,0
3260.0,54
3246.0,2
3247.0,5
3248.0,8
3234.0,43
3235.0,1
62363.0,2
3236.0,1
3276.0,15
3254.0,1
3357.0,0
61878.0,206
61883.0,1762
61896.0,639
61899.0,2746
62293.0,24
3251.0,3
3305.0,31
3268.0,10
62428.0,50
3250.0,0
3245.0,0
3259.0,0
3275.0,1
62455.0,24
62283.0,521
62378.0,178
3324.0,0
3309.0,22
3262.0,35
3264.0,3
3263.0,3
61881.0,179
61918.0,654
61920.0,303
61928.0,220
61929.0,9
62014.0,3
3331.0,0
3279.0,1
3289.0,14
62268.0,3254
62375.0,105
62314.0,93
62516.0,1925
62410.0,10
3269.0,6
3273.0,3
3274.0,0
3398.0,40
3307.0,8
3261.0,0
62335.0,0
3365.0,0
3315.0,22
3277.0,29
3278.0,4
62444.0,0
62425.0,13
61874.0,748
61875.0,546
62307.0,281
62572.0,105
61974.0,68
3270.0,24
3266.0,201
3337.0,0
62267.0,7699
3272.0,4
62417.0,521
3364.0,1
62366.0,4679
62445.0,4375
3281.0,3
3284.0,0
61876.0,140
61885.0,716
61906.0,2196
62551.0,8185
62407.0,3476
3285.0,9
3346.0,1
3406.0,0
3373.0,14
3290.0,92
3362.0,0
3293.0,36
3330.0,7
62336.0,903
62286.0,117
62305.0,22
3350.0,317
3342.0,0
61895.0,67
62573.0,59
3366.0,116
3292.0,295
3298.0,89
3359.0,5
3356.0,124
3399.0,3
3367.0,10
3295.0,4
3360.0,5
3296.0,0
62420.0,8
62510.0,0
3299.0,382
3382.0,1120
3317.0,9
3352.0,7
62431.0,39
62301.0,61
3303.0,2
3372.0,0
3374.0,0
62367.0,237
3306.0,30
62437.0,2
62438.0,0
62440.0,4
3301.0,23
3302.0,0
3467.0,0
62436.0,3
62442.0,2
62373.0,271
62457.0,0
3378.0,0
62443.0,0
3702.0,0
3712.0,0
3716.0,1
3726.0,2
3736.0,47
62647.0,2502
62665.0,289
62666.0,18
62678.0,10
62709.0,4592
62762.0,126
62767.0,3631
62770.0,41
3325.0,0
3534.0,148
62456.0,22
62469.0,21
62416.0,1
62468.0,27
3380.0,0
3381.0,0
3414.0,115
3338.0,0
3321.0,3
62464.0,0
3389.0,0
62467.0,0
62462.0,2360
62308.0,853
3310.0,0
62454.0,0
3401.0,3
3393.0,0
62461.0,2
3311.0,14
3312.0,11
62463.0,6
3390.0,3
3318.0,66
62344.0,9
62338.0,2
62484.0,2
3319.0,0
3320.0,8
3322.0,0
3432.0,0
3329.0,67
3617.0,0
62471.0,18
62433.0,503
62470.0,0
62480.0,0
3316.0,2
3568.0,12
3334.0,0
3471.0,12
3326.0,7
62376.0,718
62559.0,0
62364.0,905
3410.0,3
62368.0,4
3426.0,1
62473.0,0
62478.0,170
62522.0,335
62379.0,311
62405.0,223
3446.0,0
62477.0,6
62479.0,245
3520.0,3
62465.0,2430
62485.0,4
3413.0,0
62483.0,8
3328.0,4
3417.0,5
3336.0,5
62519.0,4
62403.0,106
62514.0,600
62558.0,25
3418.0,28
3332.0,3
3341.0,1
62497.0,0
3333.0,13
3339.0,1
3349.0,3
62499.0,0
3335.0,16
62498.0,44
3368.0,0
3340.0,0
62426.0,414
62429.0,0
3427.0,0
62402.0,111
3430.0,0
3435.0,0
62502.0,1
62568.0,0
3431.0,0
62518.0,4
62521.0,0
62505.0,1320
3348.0,129
3353.0,24
3347.0,6
3351.0,166
3513.0,0
3442.0,4
3420.0,142
3386.0,6
62434.0,204
3354.0,5
3447.0,0
3738.0,0
3358.0,14
62481.0,69
3454.0,132
3453.0,0
3369.0,2
3464.0,2
3455.0,50
3355.0,4
62419.0,8
3561.0,0
3465.0,14
3466.0,6
62540.0,13
62546.0,0
3475.0,0
3474.0,3
3370.0,2
3483.0,18
3371.0,0
62552.0,3
3482.0,447
3376.0,2
3487.0,27
62523.0,41
62560.0,74
62553.0,270
62435.0,1
3377.0,31
3387.0,8
62561.0,1
3385.0,0
62503.0,714
3375.0,99
62584.0,270
62441.0,297
62449.0,1010
62583.0,19
62565.0,397
3388.0,5
62622.0,3
3379.0,46
3384.0,0
62566.0,2
3497.0,50
62569.0,6
3383.0,3
3496.0,0
62567.0,44
3396.0,3
3615.0,8
3392.0,4
62472.0,19
3504.0,7
3503.0,134
62574.0,4
62458.0,18
3511.0,9
3419.0,0
3402.0,1
3391.0,5
3394.0,22
62466.0,61
3510.0,17
3509.0,0
3400.0,8
62580.0,519
3395.0,125
3512.0,0
3397.0,1
3407.0,3
62576.0,2
62586.0,35
3514.0,0
3515.0,7
3403.0,68
3670.0,0
3405.0,11
3524.0,3
3521.0,1
3523.0,0
3637.0,0
3404.0,10
3522.0,3
3408.0,0
62589.0,2026
62475.0,814
62504.0,126
3489.0,13
62474.0,262
3614.0,3
3451.0,2
62536.0,14266
62486.0,213
62673.0,3
62476.0,96
3411.0,1
3539.0,7
62597.0,270
3457.0,1
62493.0,619
62549.0,412
62494.0,63
62599.0,4
62603.0,2
3415.0,0
3429.0,24
3416.0,116
62511.0,65
3543.0,10
3424.0,3788
3480.0,7
62500.0,1
62605.0,2
3425.0,3
62496.0,27
3421.0,5
62495.0,48
3544.0,101
3545.0,21
3499.0,0
3422.0,48
62506.0,471
62609.0,4
62610.0,103
62532.0,107
62501.0,28
62512.0,134
3557.0,1
3492.0,4
3433.0,35
62616.0,5
3559.0,0
62715.0,0
3558.0,0
3564.0,21
3439.0,8
3441.0,3
62520.0,58
3740.0,0
3469.0,1
3443.0,0
3440.0,1
62619.0,11
3438.0,336
62526.0,8
3434.0,0
3565.0,6
3437.0,6
3450.0,2
3444.0,1
62582.0,2413
3445.0,12
3458.0,8
3461.0,28
3625.0,3
62533.0,0
62624.0,1
3462.0,7
3463.0,8
62627.0,1
3448.0,190
3472.0,7
3456.0,15
3449.0,125
3452.0,16
62543.0,32
62598.0,634
62646.0,2059
62544.0,9006
3473.0,875
62537.0,44
3576.0,0
3470.0,4
3459.0,3
3575.0,82
3476.0,2
3478.0,2
3549.0,1
3460.0,0
62611.0,2022
3468.0,23
3498.0,82
3519.0,2
62550.0,142
62613.0,79
62630.0,0
62629.0,51
3488.0,5
3526.0,0
3527.0,2
3572.0,0
3484.0,7
3477.0,13
3479.0,20
62632.0,0
62554.0,1408
3596.0,1
3573.0,16
3494.0,1
3551.0,2
62633.0,17
3485.0,2
62562.0,361
3595.0,7
3486.0,175
62555.0,55
3618.0,0
3609.0,3
3593.0,76
62571.0,466
3491.0,461
3493.0,26
3508.0,38
3571.0,7
3506.0,5
62575.0,34
62730.0,4915
3495.0,1
3531.0,7
62590.0,2633
62639.0,0
3502.0,17
3500.0,0
62581.0,326
3505.0,4
3501.0,210
62594.0,163
3507.0,0
3570.0,167
62606.0,916
62588.0,6
62585.0,2111
3525.0,2
3585.0,4
3562.0,26
3650.0,1
3516.0,3
3528.0,10
3518.0,26
3517.0,2
62591.0,456
3529.0,3
3542.0,0
3533.0,8
62614.0,140
3530.0,0
3537.0,1
3586.0,23
3601.0,2
3589.0,27
3538.0,0
62601.0,91
3535.0,117
62602.0,2000
3553.0,24
3555.0,11
3556.0,5
62600.0,55
62604.0,57
3540.0,1
62668.0,1
3546.0,12
62698.0,11
3541.0,15
62628.0,100
62649.0,3958
62617.0,210
62667.0,26
3623.0,1
3548.0,0
62638.0,24594
3610.0,1
3629.0,17
3552.0,8
62608.0,6
3550.0,146
62669.0,0
3566.0,4
3611.0,2
3612.0,4
62692.0,6
62766.0,23
62650.0,15
62623.0,2
62612.0,2
3563.0,1
62699.0,0
62637.0,7043
62641.0,118
62651.0,208
62671.0,1
62672.0,0
62674.0,0
62684.0,1
62713.0,0
62676.0,1
3554.0,123
3594.0,10
3567.0,1
3619.0,16
3599.0,29
62620.0,70
62618.0,2258
3587.0,0
3574.0,4
3569.0,8
3577.0,1201
62656.0,46
62683.0,63
62686.0,0
3613.0,11
3649.0,53
3579.0,134
3582.0,746
3583.0,0
62697.0,0
3584.0,29
3588.0,2
62631.0,106
62689.0,1107
62690.0,2
3578.0,1
3581.0,2
3580.0,1
3592.0,0
3635.0,1
3590.0,3
3597.0,6
3598.0,5
3607.0,2
62758.0,20
62720.0,119
62693.0,0
62691.0,849
3600.0,9
3633.0,1
62696.0,0
3602.0,8
62640.0,529
62701.0,125
62786.0,689
62636.0,247
3675.0,0
62642.0,23
3647.0,13
3750.0,5
3798.0,9
3816.0,3
62817.0,112
62819.0,174
62856.0,125
62967.0,519
3606.0,7
3622.0,0
3608.0,82
62657.0,871
62801.0,78
62702.0,0
3603.0,24
3605.0,2
62704.0,0
3640.0,45
62711.0,0
3621.0,2
3678.0,13
62710.0,28
62733.0,12
62658.0,279
62659.0,686
62716.0,13
62719.0,1
62731.0,0
62648.0,0
62655.0,700
62722.0,17
62724.0,3
3641.0,22
62660.0,10383
3730.0,0
62729.0,0
62664.0,2247
3620.0,0
3668.0,2
3632.0,11
62670.0,130
62825.0,413
3660.0,0
3643.0,8
62677.0,104
3664.0,0
3663.0,3
3626.0,10
3662.0,0
62739.0,0
62679.0,34
62742.0,0
3627.0,59
62813.0,3076
3630.0,4
3631.0,46
62759.0,52
62792.0,38
3628.0,10
62680.0,0
3658.0,4
3642.0,0
62695.0,6471
62748.0,1
3634.0,1
62688.0,634
3653.0,2
62737.0,42
62741.0,12
3679.0,0
3636.0,22
3646.0,355
62705.0,11
62706.0,680
62753.0,40
62754.0,756
3681.0,0
3638.0,0
62708.0,399
3645.0,5
62717.0,550
62714.0,1
62776.0,711
3648.0,0
62772.0,67
3700.0,2
3652.0,0
62787.0,13
3690.0,0
62725.0,394
3655.0,15
3666.0,14
3667.0,0
3656.0,1
3651.0,280
62752.0,167
3657.0,2
62783.0,137
62728.0,0
3695.0,2
62785.0,13
3751.0,25
3701.0,15
3659.0,1
62789.0,65
3661.0,5
3705.0,0
3710.0,123
3692.0,4
62734.0,761
62810.0,166
62736.0,0
3665.0,0
62775.0,0
3732.0,0
62777.0,3297
62747.0,152
62749.0,254
3676.0,53
3759.0,0
3669.0,1
62745.0,20
62755.0,721
62756.0,55
62757.0,119
62744.0,68
62778.0,98
62746.0,355
3714.0,0
3683.0,14
62750.0,135
3725.0,20
3698.0,179
3671.0,24
3674.0,1
3731.0,0
3727.0,1
62809.0,355
62760.0,8
3739.0,270
3694.0,1
3715.0,1
62818.0,7
3707.0,467
3723.0,0
62806.0,1
3682.0,17
3680.0,13
62811.0,12
62769.0,2244
62816.0,138
62804.0,1
62895.0,0
3768.0,0
3744.0,7
3684.0,132
62855.0,2
62761.0,0
62765.0,25
3685.0,18
3686.0,17
3752.0,1
3688.0,0
62771.0,462
62888.0,14
62768.0,62
3697.0,6
3708.0,13
3832.0,27
62774.0,1173
3689.0,33
3687.0,0
62822.0,0
62849.0,28
3691.0,4
62773.0,11
62815.0,39
62837.0,55
62850.0,0
3693.0,4
3735.0,4
62779.0,90
62798.0,16
62823.0,4415
62805.0,158
3703.0,9
62795.0,67
3699.0,404
62788.0,0
62800.0,8
62790.0,0
62832.0,0
3704.0,58
3713.0,3
62793.0,1087
62794.0,183
3711.0,24
3706.0,3
62845.0,27
3717.0,12
3763.0,0
3733.0,257
62802.0,1
3755.0,29
3722.0,19
62820.0,324
3765.0,407
3719.0,121
3724.0,35
3745.0,0
62844.0,13
62829.0,10097
3734.0,4
3729.0,18
3728.0,0
3741.0,349
62838.0,730
62854.0,0
62857.0,367
3762.0,7
3766.0,161
4026.0,8
63031.0,33
63038.0,50
63065.0,17
63088.0,0
63221.0,24
3856.0,5
62864.0,11
62885.0,826
3746.0,9
3748.0,5
3760.0,34
62870.0,1
62821.0,163
3780.0,0
62868.0,22
62869.0,1098
62867.0,14
3769.0,23
62878.0,4
62873.0,0
62881.0,0
62889.0,141
62877.0,1533
62880.0,15
3753.0,1
3754.0,8
3749.0,8
62860.0,2
3770.0,46
62890.0,31
63112.0,0
3771.0,0
3772.0,1
62830.0,231
62831.0,69
3787.0,3
3761.0,0
3756.0,0
3757.0,40
62835.0,40
62847.0,0
3794.0,0
3784.0,0
62836.0,65
3792.0,0
62898.0,17
62834.0,1
3764.0,1
62840.0,57
3778.0,17
3767.0,7
3789.0,1
62841.0,2
62843.0,87
3809.0,0
62894.0,296
3796.0,3
3815.0,3
3823.0,0
3830.0,80
3821.0,0
62852.0,1
62930.0,1
3811.0,0
62865.0,0
62918.0,0
62926.0,0
3776.0,8
3813.0,12
3814.0,1
63090.0,17
62859.0,2
3828.0,0
3777.0,10
3779.0,29
62861.0,34
62871.0,848
62872.0,5
62875.0,6
62862.0,3
62866.0,0
3782.0,0
62975.0,162
62874.0,332
62882.0,18
3788.0,1
62886.0,17
3781.0,3
62951.0,0
62883.0,189
62950.0,1
62876.0,2
62887.0,412
62884.0,5
3785.0,0
62892.0,22
62896.0,0
62893.0,95
3786.0,6
3791.0,5
62937.0,185
62891.0,587
3827.0,19
62985.0,44
62897.0,92
3793.0,100
62903.0,43
62966.0,28
3851.0,234
3790.0,19
62901.0,1
3844.0,9
62900.0,4166
62902.0,10
62928.0,0
62929.0,0
3795.0,3
3865.0,0
3864.0,0
62973.0,0
3874.0,73
3863.0,0
3799.0,5
3862.0,0
3803.0,5
3869.0,0
62908.0,3
62909.0,7
62976.0,14
3870.0,0
3802.0,2
3875.0,153
3797.0,0
3800.0,0
3804.0,2
62904.0,13
62907.0,15
3801.0,208
62927.0,20
63048.0,139
3806.0,4
62980.0,0
3807.0,34
3812.0,1
62906.0,16
3810.0,182
3808.0,2
62911.0,664
63043.0,24
3805.0,109
3836.0,3
3818.0,17
3845.0,19
3819.0,2
3853.0,25
3883.0,30
3817.0,0
62913.0,52
62941.0,25
3882.0,6
62989.0,1
3907.0,3
3932.0,4
3848.0,62
3884.0,224
62995.0,11
62914.0,1
62917.0,10
62994.0,0
62915.0,110
63001.0,47
62916.0,930
62949.0,9
3820.0,0
3825.0,1182
62919.0,0
62920.0,1
3834.0,7
62931.0,8
62945.0,930
3822.0,95
3831.0,9
62932.0,2007
3840.0,9
62934.0,169
62947.0,98
62935.0,35
62956.0,10
3826.0,57
3843.0,5
3852.0,2
62933.0,399
62939.0,123
63012.0,25
3833.0,8
62940.0,112
3872.0,5
3900.0,0
3896.0,91
62936.0,7
62953.0,5
3835.0,66
3897.0,0
62942.0,2320
3954.0,3
3837.0,2
3838.0,15
63054.0,41
3841.0,11
3866.0,2
3889.0,20
62952.0,46
63007.0,0
62948.0,19
3904.0,3
3947.0,2
62946.0,1
62965.0,1077
62954.0,33
63017.0,0
63021.0,0
63046.0,369
62993.0,1214
63040.0,68
63024.0,0
63052.0,0
63051.0,0
3913.0,6
3846.0,0
3855.0,36
3847.0,9
62955.0,247
3860.0,4
63004.0,11
63097.0,1836
62972.0,45
63035.0,8
62964.0,454
63027.0,90
63096.0,0
62968.0,7
3918.0,72
3903.0,1
63049.0,0
62981.0,196
62970.0,458
3854.0,0
3868.0,181
3857.0,75
62997.0,196
3858.0,159
3861.0,89
3859.0,1
63032.0,0
3925.0,0
62971.0,0
3871.0,7
3867.0,2
3876.0,9
62991.0,369
63020.0,29
62974.0,16
3873.0,3
3946.0,3
62982.0,0
62999.0,58
63006.0,34
3878.0,41
62983.0,3
62977.0,62
62978.0,69
3881.0,6
3877.0,5
62987.0,223
62986.0,12
3939.0,2
3942.0,0
3880.0,16
3885.0,0
3886.0,1
3898.0,14
3888.0,240
62998.0,11
63014.0,38
62988.0,303
3930.0,2
4069.0,8
